date,city,region_x,country,avg_temp_c,avg_humidity,condition_text,condition_icon,uv,sunrise,sunset,day_of_month,month_of_year,year,day_of_week,year_and_week,sunrise_time,sunset_time,daylight_int,day_condition,daylight_time,weekly_avg_uv,alpha-3,region_y
2023-06-20,Berlin,Berlin,Germany,23.6,59.0,Moderate rain at times,//cdn.weatherapi.com/weather/64x64/day/299.png,6.0,04:43 AM,09:33 PM,20.0,june     ,2023.0,tuesday  ,25.0,04:43:00,21:33:00,-16:50:00,0,2024-04-18 16:50:00,5.0,DEU,Europe
2023-06-21,Berlin,Berlin,Germany,24.6,63.0,Moderate rain at times,//cdn.weatherapi.com/weather/64x64/day/299.png,7.0,04:43 AM,09:34 PM,21.0,june     ,2023.0,wednesday,25.0,04:43:00,21:34:00,-16:51:00,0,2024-04-18 16:51:00,5.0,DEU,Europe
2023-06-22,Berlin,Berlin,Germany,24.0,59.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,6.0,04:43 AM,09:34 PM,22.0,june     ,2023.0,thursday ,25.0,04:43:00,21:34:00,-16:51:00,2,2024-04-18 16:51:00,5.0,DEU,Europe
2023-06-23,Berlin,Berlin,Germany,17.2,90.0,Moderate or heavy rain shower,//cdn.weatherapi.com/weather/64x64/day/356.png,4.0,04:43 AM,09:34 PM,23.0,june     ,2023.0,friday   ,25.0,04:43:00,21:34:00,-16:51:00,0,2024-04-18 16:51:00,5.0,DEU,Europe
2023-06-24,Berlin,Berlin,Germany,19.7,61.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,7.0,04:44 AM,09:34 PM,24.0,june     ,2023.0,saturday ,25.0,04:44:00,21:34:00,-16:50:00,2,2024-04-18 16:50:00,5.0,DEU,Europe
2023-06-06,Berlin,Berlin,Germany,18.5,60.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,5.0,04:46 AM,09:25 PM,6.0,june     ,2023.0,tuesday  ,23.0,04:46:00,21:25:00,-16:39:00,0,2024-04-18 16:39:00,5.0,DEU,Europe
2023-06-05,Berlin,Berlin,Germany,19.2,44.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,7.0,04:47 AM,09:24 PM,5.0,june     ,2023.0,monday   ,23.0,04:47:00,21:24:00,-16:37:00,1,2024-04-18 16:37:00,5.0,DEU,Europe
2023-06-04,Berlin,Berlin,Germany,16.8,39.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,6.0,04:47 AM,09:23 PM,4.0,june     ,2023.0,sunday   ,22.0,04:47:00,21:23:00,-16:36:00,1,2024-04-18 16:36:00,5.0,DEU,Europe
2023-06-03,Berlin,Berlin,Germany,14.5,43.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,6.0,04:48 AM,09:22 PM,3.0,june     ,2023.0,saturday ,22.0,04:48:00,21:22:00,-16:34:00,2,2024-04-18 16:34:00,5.0,DEU,Europe
2023-06-13,Lisbon,Lisboa,Portugal,19.8,71.0,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png,5.0,06:11 AM,09:02 PM,13.0,june     ,2023.0,tuesday  ,24.0,06:11:00,21:02:00,-14:51:00,2,2024-04-18 14:51:00,5.0,PRT,Europe
2023-06-14,Lisbon,Lisboa,Portugal,20.9,70.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,7.0,06:11 AM,09:03 PM,14.0,june     ,2023.0,wednesday,24.0,06:11:00,21:03:00,-14:52:00,2,2024-04-18 14:52:00,5.0,PRT,Europe
2023-06-15,Lisbon,Lisboa,Portugal,23.3,60.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,8.0,06:11 AM,09:03 PM,15.0,june     ,2023.0,thursday ,24.0,06:11:00,21:03:00,-14:52:00,1,2024-04-18 14:52:00,5.0,PRT,Europe
2023-06-16,Lisbon,Lisboa,Portugal,23.9,56.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,8.0,06:11 AM,09:03 PM,16.0,june     ,2023.0,friday   ,24.0,06:11:00,21:03:00,-14:52:00,1,2024-04-18 14:52:00,5.0,PRT,Europe
2023-06-17,Lisbon,Lisboa,Portugal,22.2,66.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,7.0,06:11 AM,09:04 PM,17.0,june     ,2023.0,saturday ,24.0,06:11:00,21:04:00,-14:53:00,1,2024-04-18 14:53:00,5.0,PRT,Europe
2023-06-18,Lisbon,Lisboa,Portugal,20.9,70.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,6.0,06:11 AM,09:04 PM,18.0,june     ,2023.0,sunday   ,24.0,06:11:00,21:04:00,-14:53:00,2,2024-04-18 14:53:00,5.0,PRT,Europe
2023-06-19,Lisbon,Lisboa,Portugal,20.9,72.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,6.0,06:11 AM,09:04 PM,19.0,june     ,2023.0,monday   ,25.0,06:11:00,21:04:00,-14:53:00,0,2024-04-18 14:53:00,5.0,PRT,Europe
2023-06-20,Lisbon,Lisboa,Portugal,20.2,66.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,7.0,06:12 AM,09:05 PM,20.0,june     ,2023.0,tuesday  ,25.0,06:12:00,21:05:00,-14:53:00,2,2024-04-18 14:53:00,5.0,PRT,Europe
2023-06-26,Berlin,Berlin,Germany,22.9,62.0,Moderate rain at times,//cdn.weatherapi.com/weather/64x64/day/299.png,7.0,04:45 AM,09:34 PM,26.0,june     ,2023.0,monday   ,26.0,04:45:00,21:34:00,-16:49:00,0,2024-04-18 16:49:00,5.0,DEU,Europe
2023-06-21,Lisbon,Lisboa,Portugal,20.0,66.0,Heavy rain at times,//cdn.weatherapi.com/weather/64x64/day/305.png,5.0,06:12 AM,09:05 PM,21.0,june     ,2023.0,wednesday,25.0,06:12:00,21:05:00,-14:53:00,3,2024-04-18 14:53:00,5.0,PRT,Europe
2023-06-23,Lisbon,Lisboa,Portugal,24.4,61.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,8.0,06:12 AM,09:05 PM,23.0,june     ,2023.0,friday   ,25.0,06:12:00,21:05:00,-14:53:00,1,2024-04-18 14:53:00,5.0,PRT,Europe
2023-06-24,Lisbon,Lisboa,Portugal,25.6,61.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,8.0,06:12 AM,09:05 PM,24.0,june     ,2023.0,saturday ,25.0,06:12:00,21:05:00,-14:53:00,1,2024-04-18 14:53:00,5.0,PRT,Europe
2023-06-25,Lisbon,Lisboa,Portugal,24.4,57.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,8.0,06:13 AM,09:05 PM,25.0,june     ,2023.0,sunday   ,25.0,06:13:00,21:05:00,-14:52:00,1,2024-04-18 14:52:00,5.0,PRT,Europe
2023-06-26,Lisbon,Lisboa,Portugal,24.0,59.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,8.0,06:13 AM,09:05 PM,26.0,june     ,2023.0,monday   ,26.0,06:13:00,21:05:00,-14:52:00,1,2024-04-18 14:52:00,5.0,PRT,Europe
2023-06-27,Lisbon,Lisboa,Portugal,23.5,67.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,8.0,06:13 AM,09:06 PM,27.0,june     ,2023.0,tuesday  ,26.0,06:13:00,21:06:00,-14:53:00,2,2024-04-18 14:53:00,5.0,PRT,Europe
2023-06-28,Lisbon,Lisboa,Portugal,23.6,64.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,8.0,06:14 AM,09:06 PM,28.0,june     ,2023.0,wednesday,26.0,06:14:00,21:06:00,-14:52:00,1,2024-04-18 14:52:00,5.0,PRT,Europe
2023-06-01,Berlin,Berlin,Germany,16.8,58.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,5.0,04:50 AM,09:19 PM,1.0,june     ,2023.0,thursday ,22.0,04:50:00,21:19:00,-16:29:00,2,2024-04-18 16:29:00,5.0,DEU,Europe
2023-06-02,Berlin,Berlin,Germany,15.1,55.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,5.0,04:49 AM,09:21 PM,2.0,june     ,2023.0,friday   ,22.0,04:49:00,21:21:00,-16:32:00,0,2024-04-18 16:32:00,5.0,DEU,Europe
2023-06-22,Lisbon,Lisboa,Portugal,21.7,63.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,7.0,06:12 AM,09:05 PM,22.0,june     ,2023.0,thursday ,25.0,06:12:00,21:05:00,-14:53:00,1,2024-04-18 14:53:00,5.0,PRT,Europe
2023-06-19,Berlin,Berlin,Germany,22.2,56.0,Moderate rain at times,//cdn.weatherapi.com/weather/64x64/day/299.png,6.0,04:43 AM,09:33 PM,19.0,june     ,2023.0,monday   ,25.0,04:43:00,21:33:00,-16:50:00,0,2024-04-18 16:50:00,5.0,DEU,Europe
2023-06-26,Izmir,Izmir,Turkey,27.2,44.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,8.0,05:49 AM,08:39 PM,26.0,june     ,2023.0,monday   ,26.0,05:49:00,20:39:00,-14:50:00,1,2024-04-18 14:50:00,5.0,TUR,Asia
2023-06-29,Lisbon,Lisboa,Portugal,21.6,66.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,7.0,06:14 AM,09:06 PM,29.0,june     ,2023.0,thursday ,26.0,06:14:00,21:06:00,-14:52:00,1,2024-04-18 14:52:00,5.0,PRT,Europe
2023-06-09,Izmir,Izmir,Turkey,23.7,65.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,7.0,05:48 AM,08:34 PM,9.0,june     ,2023.0,friday   ,23.0,05:48:00,20:34:00,-14:46:00,2,2024-04-18 14:46:00,5.0,TUR,Asia
2023-06-08,Izmir,Izmir,Turkey,23.3,69.0,Heavy rain at times,//cdn.weatherapi.com/weather/64x64/day/305.png,6.0,05:48 AM,08:33 PM,8.0,june     ,2023.0,thursday ,23.0,05:48:00,20:33:00,-14:45:00,3,2024-04-18 14:45:00,5.0,TUR,Asia
2023-06-07,Izmir,Izmir,Turkey,24.4,62.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,8.0,05:48 AM,08:33 PM,7.0,june     ,2023.0,wednesday,23.0,05:48:00,20:33:00,-14:45:00,1,2024-04-18 14:45:00,5.0,TUR,Asia
2023-06-06,Izmir,Izmir,Turkey,23.4,60.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,8.0,05:48 AM,08:32 PM,6.0,june     ,2023.0,tuesday  ,23.0,05:48:00,20:32:00,-14:44:00,1,2024-04-18 14:44:00,5.0,TUR,Asia
2023-06-05,Izmir,Izmir,Turkey,22.2,60.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,7.0,05:48 AM,08:32 PM,5.0,june     ,2023.0,monday   ,23.0,05:48:00,20:32:00,-14:44:00,1,2024-04-18 14:44:00,5.0,TUR,Asia
2023-06-04,Izmir,Izmir,Turkey,21.2,69.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,6.0,05:49 AM,08:31 PM,4.0,june     ,2023.0,sunday   ,22.0,05:49:00,20:31:00,-14:42:00,0,2024-04-18 14:42:00,5.0,TUR,Asia
2023-06-03,Izmir,Izmir,Turkey,20.6,68.0,Moderate rain at times,//cdn.weatherapi.com/weather/64x64/day/299.png,6.0,05:49 AM,08:30 PM,3.0,june     ,2023.0,saturday ,22.0,05:49:00,20:30:00,-14:41:00,0,2024-04-18 14:41:00,5.0,TUR,Asia
2023-06-02,Izmir,Izmir,Turkey,20.4,76.0,Heavy rain at times,//cdn.weatherapi.com/weather/64x64/day/305.png,5.0,05:49 AM,08:30 PM,2.0,june     ,2023.0,friday   ,22.0,05:49:00,20:30:00,-14:41:00,3,2024-04-18 14:41:00,5.0,TUR,Asia
2023-06-28,Berlin,Berlin,Germany,17.5,66.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,5.0,04:46 AM,09:34 PM,28.0,june     ,2023.0,wednesday,26.0,04:46:00,21:34:00,-16:48:00,2,2024-04-18 16:48:00,5.0,DEU,Europe
2023-06-29,Berlin,Berlin,Germany,20.6,53.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,7.0,04:46 AM,09:33 PM,29.0,june     ,2023.0,thursday ,26.0,04:46:00,21:33:00,-16:47:00,2,2024-04-18 16:47:00,5.0,DEU,Europe
2023-06-30,Berlin,Berlin,Germany,18.7,85.0,Moderate or heavy rain shower,//cdn.weatherapi.com/weather/64x64/day/356.png,5.0,04:47 AM,09:33 PM,30.0,june     ,2023.0,friday   ,26.0,04:47:00,21:33:00,-16:46:00,0,2024-04-18 16:46:00,5.0,DEU,Europe
2023-06-25,Izmir,Izmir,Turkey,27.5,44.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,8.0,05:49 AM,08:39 PM,25.0,june     ,2023.0,sunday   ,25.0,05:49:00,20:39:00,-14:50:00,1,2024-04-18 14:50:00,5.0,TUR,Asia
2023-06-30,Lisbon,Lisboa,Portugal,22.3,60.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,7.0,06:15 AM,09:05 PM,30.0,june     ,2023.0,friday   ,26.0,06:15:00,21:05:00,-14:50:00,1,2024-04-18 14:50:00,5.0,PRT,Europe
2023-06-01,Izmir,Izmir,Turkey,21.8,66.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,6.0,05:50 AM,08:29 PM,1.0,june     ,2023.0,thursday ,22.0,05:50:00,20:29:00,-14:39:00,0,2024-04-18 14:39:00,5.0,TUR,Asia
2023-06-01,Lisbon,Lisboa,Portugal,19.3,69.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,5.0,06:14 AM,08:55 PM,1.0,june     ,2023.0,thursday ,22.0,06:14:00,20:55:00,-14:41:00,0,2024-04-18 14:41:00,5.0,PRT,Europe
2023-06-10,Izmir,Izmir,Turkey,24.0,50.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,8.0,05:47 AM,08:34 PM,10.0,june     ,2023.0,saturday ,23.0,05:47:00,20:34:00,-14:47:00,1,2024-04-18 14:47:00,5.0,TUR,Asia
2023-06-11,Izmir,Izmir,Turkey,24.5,43.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,7.0,05:47 AM,08:35 PM,11.0,june     ,2023.0,sunday   ,23.0,05:47:00,20:35:00,-14:48:00,2,2024-04-18 14:48:00,5.0,TUR,Asia
2023-06-27,Berlin,Berlin,Germany,17.4,62.0,Moderate or heavy rain shower,//cdn.weatherapi.com/weather/64x64/day/356.png,5.0,04:45 AM,09:34 PM,27.0,june     ,2023.0,tuesday  ,26.0,04:45:00,21:34:00,-16:49:00,0,2024-04-18 16:49:00,5.0,DEU,Europe
2023-06-13,Izmir,Izmir,Turkey,23.6,59.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,6.0,05:47 AM,08:36 PM,13.0,june     ,2023.0,tuesday  ,24.0,05:47:00,20:36:00,-14:49:00,2,2024-04-18 14:49:00,5.0,TUR,Asia
2023-06-30,Izmir,Izmir,Turkey,26.2,44.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,8.0,05:51 AM,08:39 PM,30.0,june     ,2023.0,friday   ,26.0,05:51:00,20:39:00,-14:48:00,1,2024-04-18 14:48:00,5.0,TUR,Asia
2023-06-24,Izmir,Izmir,Turkey,27.7,44.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,9.0,05:49 AM,08:39 PM,24.0,june     ,2023.0,saturday ,25.0,05:49:00,20:39:00,-14:50:00,1,2024-04-18 14:50:00,5.0,TUR,Asia
2023-06-23,Izmir,Izmir,Turkey,26.7,47.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,8.0,05:48 AM,08:39 PM,23.0,june     ,2023.0,friday   ,25.0,05:48:00,20:39:00,-14:51:00,1,2024-04-18 14:51:00,5.0,TUR,Asia
2023-06-22,Izmir,Izmir,Turkey,25.5,47.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,8.0,05:48 AM,08:39 PM,22.0,june     ,2023.0,thursday ,25.0,05:48:00,20:39:00,-14:51:00,1,2024-04-18 14:51:00,5.0,TUR,Asia
2023-06-28,Izmir,Izmir,Turkey,27.0,45.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,8.0,05:50 AM,08:39 PM,28.0,june     ,2023.0,wednesday,26.0,05:50:00,20:39:00,-14:49:00,1,2024-04-18 14:49:00,5.0,TUR,Asia
2023-06-27,Izmir,Izmir,Turkey,26.7,51.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,8.0,05:50 AM,08:39 PM,27.0,june     ,2023.0,tuesday  ,26.0,05:50:00,20:39:00,-14:49:00,1,2024-04-18 14:49:00,5.0,TUR,Asia
2023-06-12,Izmir,Izmir,Turkey,24.4,49.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,7.0,05:47 AM,08:35 PM,12.0,june     ,2023.0,monday   ,24.0,05:47:00,20:35:00,-14:48:00,2,2024-04-18 14:48:00,5.0,TUR,Asia
2023-06-21,Izmir,Izmir,Turkey,24.9,52.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,8.0,05:48 AM,08:38 PM,21.0,june     ,2023.0,wednesday,25.0,05:48:00,20:38:00,-14:50:00,1,2024-04-18 14:50:00,5.0,TUR,Asia
2023-06-20,Izmir,Izmir,Turkey,24.9,54.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,8.0,05:48 AM,08:38 PM,20.0,june     ,2023.0,tuesday  ,25.0,05:48:00,20:38:00,-14:50:00,2,2024-04-18 14:50:00,5.0,TUR,Asia
2023-06-19,Izmir,Izmir,Turkey,23.4,64.0,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png,6.0,05:48 AM,08:38 PM,19.0,june     ,2023.0,monday   ,25.0,05:48:00,20:38:00,-14:50:00,2,2024-04-18 14:50:00,5.0,TUR,Asia
2023-06-18,Izmir,Izmir,Turkey,20.8,81.0,Moderate or heavy rain shower,//cdn.weatherapi.com/weather/64x64/day/356.png,5.0,05:47 AM,08:38 PM,18.0,june     ,2023.0,sunday   ,24.0,05:47:00,20:38:00,-14:51:00,0,2024-04-18 14:51:00,5.0,TUR,Asia
2023-06-17,Izmir,Izmir,Turkey,22.5,72.0,Moderate or heavy rain shower,//cdn.weatherapi.com/weather/64x64/day/356.png,6.0,05:47 AM,08:37 PM,17.0,june     ,2023.0,saturday ,24.0,05:47:00,20:37:00,-14:50:00,0,2024-04-18 14:50:00,5.0,TUR,Asia
2023-06-16,Izmir,Izmir,Turkey,25.5,51.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,7.0,05:47 AM,08:37 PM,16.0,june     ,2023.0,friday   ,24.0,05:47:00,20:37:00,-14:50:00,0,2024-04-18 14:50:00,5.0,TUR,Asia
2023-06-15,Izmir,Izmir,Turkey,24.6,56.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,8.0,05:47 AM,08:37 PM,15.0,june     ,2023.0,thursday ,24.0,05:47:00,20:37:00,-14:50:00,1,2024-04-18 14:50:00,5.0,TUR,Asia
2023-06-14,Izmir,Izmir,Turkey,23.6,53.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,7.0,05:47 AM,08:36 PM,14.0,june     ,2023.0,wednesday,24.0,05:47:00,20:36:00,-14:49:00,1,2024-04-18 14:49:00,5.0,TUR,Asia
2023-06-29,Izmir,Izmir,Turkey,27.6,41.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,8.0,05:50 AM,08:39 PM,29.0,june     ,2023.0,thursday ,26.0,05:50:00,20:39:00,-14:49:00,1,2024-04-18 14:49:00,5.0,TUR,Asia
2024-03-31,Izmir,Izmir,Turkey,18.8,51.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,7.0,06:58 AM,07:34 PM,31.0,march    ,2024.0,sunday   ,13.0,06:58:00,19:34:00,-12:36:00,1,2024-04-18 12:36:00,5.0,TUR,Asia
2024-03-18,Lisbon,Lisboa,Portugal,16.5,76.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,5.0,06:42 AM,06:47 PM,18.0,march    ,2024.0,monday   ,12.0,06:42:00,18:47:00,-12:05:00,2,2024-04-18 12:05:00,5.0,PRT,Europe
2024-03-30,Izmir,Izmir,Turkey,18.0,58.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,6.0,06:59 AM,07:33 PM,30.0,march    ,2024.0,saturday ,13.0,06:59:00,19:33:00,-12:34:00,1,2024-04-18 12:34:00,5.0,TUR,Asia
2024-03-17,Lisbon,Lisboa,Portugal,17.3,73.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,5.0,06:44 AM,06:46 PM,17.0,march    ,2024.0,sunday   ,11.0,06:44:00,18:46:00,-12:02:00,2,2024-04-18 12:02:00,5.0,PRT,Europe
2024-03-16,Lisbon,Lisboa,Portugal,15.9,83.0,Mist,//cdn.weatherapi.com/weather/64x64/day/143.png,4.0,06:46 AM,06:45 PM,16.0,march    ,2024.0,saturday ,11.0,06:46:00,18:45:00,-11:59:00,2,2024-04-18 11:59:00,5.0,PRT,Europe
2024-03-19,Lisbon,Lisboa,Portugal,14.9,73.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,4.0,06:41 AM,06:48 PM,19.0,march    ,2024.0,tuesday  ,12.0,06:41:00,18:48:00,-12:07:00,2,2024-04-18 12:07:00,5.0,PRT,Europe
2024-03-29,Izmir,Izmir,Turkey,16.7,67.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,6.0,07:01 AM,07:32 PM,29.0,march    ,2024.0,friday   ,13.0,07:01:00,19:32:00,-12:31:00,1,2024-04-18 12:31:00,5.0,TUR,Asia
2024-03-24,Izmir,Izmir,Turkey,11.5,60.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,4.0,07:08 AM,07:28 PM,24.0,march    ,2024.0,sunday   ,12.0,07:08:00,19:28:00,-12:20:00,2,2024-04-18 12:20:00,5.0,TUR,Asia
2024-03-27,Izmir,Izmir,Turkey,17.7,49.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,5.0,07:04 AM,07:31 PM,27.0,march    ,2024.0,wednesday,13.0,07:04:00,19:31:00,-12:27:00,0,2024-04-18 12:27:00,5.0,TUR,Asia
2024-03-26,Izmir,Izmir,Turkey,13.3,51.0,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png,4.0,07:05 AM,07:30 PM,26.0,march    ,2024.0,tuesday  ,13.0,07:05:00,19:30:00,-12:25:00,2,2024-04-18 12:25:00,5.0,TUR,Asia
2024-03-25,Izmir,Izmir,Turkey,13.6,70.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png,4.0,07:07 AM,07:29 PM,25.0,march    ,2024.0,monday   ,13.0,07:07:00,19:29:00,-12:22:00,0,2024-04-18 12:22:00,5.0,TUR,Asia
2024-03-15,Lisbon,Lisboa,Portugal,15.1,91.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,4.0,06:47 AM,06:44 PM,15.0,march    ,2024.0,friday   ,11.0,06:47:00,18:44:00,-11:57:00,0,2024-04-18 11:57:00,5.0,PRT,Europe
2024-03-23,Izmir,Izmir,Turkey,9.4,60.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,5.0,07:10 AM,07:27 PM,23.0,march    ,2024.0,saturday ,12.0,07:10:00,19:27:00,-12:17:00,1,2024-04-18 12:17:00,5.0,TUR,Asia
2024-03-22,Izmir,Izmir,Turkey,9.4,61.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,4.0,07:12 AM,07:26 PM,22.0,march    ,2024.0,friday   ,12.0,07:12:00,19:26:00,-12:14:00,1,2024-04-18 12:14:00,5.0,TUR,Asia
2024-03-21,Izmir,Izmir,Turkey,8.6,58.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,4.0,07:13 AM,07:25 PM,21.0,march    ,2024.0,thursday ,12.0,07:13:00,19:25:00,-12:12:00,1,2024-04-18 12:12:00,5.0,TUR,Asia
2024-03-28,Izmir,Izmir,Turkey,17.0,47.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,5.0,07:02 AM,07:32 PM,28.0,march    ,2024.0,thursday ,13.0,07:02:00,19:32:00,-12:30:00,0,2024-04-18 12:30:00,5.0,TUR,Asia
2024-03-14,Lisbon,Lisboa,Portugal,14.4,89.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png,4.0,06:49 AM,06:43 PM,14.0,march    ,2024.0,thursday ,11.0,06:49:00,18:43:00,-11:54:00,0,2024-04-18 11:54:00,5.0,PRT,Europe
2024-03-06,Lisbon,Lisboa,Portugal,11.1,66.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,3.0,07:01 AM,06:35 PM,6.0,march    ,2024.0,wednesday,10.0,07:01:00,18:35:00,-11:34:00,2,2024-04-18 11:34:00,5.0,PRT,Europe
2024-03-12,Lisbon,Lisboa,Portugal,12.6,75.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,4.0,06:52 AM,06:41 PM,12.0,march    ,2024.0,tuesday  ,11.0,06:52:00,18:41:00,-11:49:00,2,2024-04-18 11:49:00,5.0,PRT,Europe
2024-03-31,Lisbon,Lisboa,Portugal,11.7,73.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png,3.0,06:22 AM,06:59 PM,31.0,march    ,2024.0,sunday   ,13.0,06:22:00,18:59:00,-12:37:00,0,2024-04-18 12:37:00,5.0,PRT,Europe
2024-03-30,Lisbon,Lisboa,Portugal,11.5,79.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png,3.0,06:24 AM,06:59 PM,30.0,march    ,2024.0,saturday ,13.0,06:24:00,18:59:00,-12:35:00,0,2024-04-18 12:35:00,5.0,PRT,Europe
2024-03-29,Lisbon,Lisboa,Portugal,11.5,70.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png,3.0,06:25 AM,06:58 PM,29.0,march    ,2024.0,friday   ,13.0,06:25:00,18:58:00,-12:33:00,0,2024-04-18 12:33:00,5.0,PRT,Europe
2024-03-20,Izmir,Izmir,Turkey,10.4,71.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,3.0,07:15 AM,07:24 PM,20.0,march    ,2024.0,wednesday,12.0,07:15:00,19:24:00,-12:09:00,0,2024-04-18 12:09:00,5.0,TUR,Asia
2024-03-28,Lisbon,Lisboa,Portugal,13.7,85.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png,4.0,06:27 AM,06:57 PM,28.0,march    ,2024.0,thursday ,13.0,06:27:00,18:57:00,-12:30:00,0,2024-04-18 12:30:00,5.0,PRT,Europe
2024-03-01,Lisbon,Lisboa,Portugal,12.2,67.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,3.0,07:08 AM,06:30 PM,1.0,march    ,2024.0,friday   ,9.0,07:08:00,18:30:00,-11:22:00,0,2024-04-18 11:22:00,5.0,PRT,Europe
2024-03-02,Lisbon,Lisboa,Portugal,12.8,74.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png,3.0,07:07 AM,06:31 PM,2.0,march    ,2024.0,saturday ,9.0,07:07:00,18:31:00,-11:24:00,0,2024-04-18 11:24:00,5.0,PRT,Europe
